,sample_id,grn_n,grn_mean,grn_sd,red_n,red_mean,red_sd
322621,43643416,20,845,294,20,20245,2621
322633,43643455,14,14872,1459,14,2296,851
322635,43643474,10,218,149,10,630,257
322639,43643482,12,10522,951,12,8666,791
322642,43643494,15,596,192,15,10875,2078
322643,43643501,11,6831,569,11,894,486
322644,43643502,13,5467,2002,13,784,523
322650,43644322,9,13087,2353,9,1728,561
322665,43644406,19,3305,441,19,1229,647
322674,43644430,7,12473,924,7,5512,463
322679,43644471,10,330,220,10,3149,851
322685,43644484,12,430,234,12,1294,538
322698,43645329,8,304,292,8,497,274
322699,43645332,16,1910,563,16,14985,1788
322714,43645418,11,11854,1366,11,721,530
322765,43646408,19,19649,1593,19,8666,1592
322777,43646436,16,19499,1749,16,3939,821
322782,43646457,8,15132,1355,8,5577,1151
322784,43646468,10,2105,452,10,30569,1765
322787,43646479,12,4974,676,12,30190,1548
322795,43647309,18,8643,1128,18,15157,2224
322825,43647427,16,10661,982,16,4314,1000
322826,43647428,12,2043,536,12,659,453
322850,43648321,7,1601,265,7,5748,700
322867,43648410,6,1830,251,6,4408,1234
322877,43648428,9,14576,772,9,1866,746
322885,43648448,16,419,211,16,505,407
322902,43649301,7,3007,739,7,1415,813
322903,43649313,14,928,361,14,15297,1786
322915,43649402,11,16359,923,11,3555,935
322916,43649405,11,3180,269,11,10789,1062
322928,43649430,10,1744,455,10,28349,2667
322929,43649431,14,498,275,14,10500,1506
322941,43649477,10,387,185,10,5979,1486
322954,43649508,14,603,277,14,23492,1799
322961,43650345,11,607,322,11,6441,1735
322978,43650414,10,11554,1669,10,2603,971
323000,43650504,14,2126,466,14,14191,2186
323002,43651310,11,1137,366,11,26370,1816
323010,43651338,13,16460,1688,13,2420,718
323011,43651341,16,3142,480,16,971,559
323014,43651354,14,4292,643,14,796,341
323027,43651391,11,379,202,11,573,329
323029,43651396,19,7226,870,19,606,382
323043,43651475,19,325,149,19,1137,432
323057,43652325,4,5134,190,4,330,154
323066,43652375,5,1600,108,5,308,289
323079,43652453,12,1663,247,12,12879,1646
323085,43652487,15,733,283,15,16858,2451
323087,43652500,9,18515,1232,9,2339,843
323088,43652507,12,1153,385,12,7222,1027
323094,43653328,10,6604,802,10,563,354
323095,43653347,8,11655,1067,8,1065,457
323113,43653422,11,14563,1196,11,2421,642
323124,43653443,8,5474,1125,8,4174,1124
323163,43654381,19,7509,885,19,8942,1480
323165,43654385,12,7862,1110,12,767,260
323176,43654465,13,349,199,13,1150,683
323207,43655356,11,13509,1852,11,11214,1561
323221,43655456,3,1270,105,3,570,7
323226,43655485,10,2818,509,10,768,535
323241,43656326,17,8547,1114,17,1406,658
323248,43656351,14,567,315,14,6558,808
323272,43656454,18,1421,484,18,19158,1430
323273,43656456,11,7341,843,11,1459,597
323274,43656458,6,239,235,6,364,231
323283,43657309,11,297,189,11,323,255
323292,43657357,8,1051,336,8,589,471
323316,43657455,11,11539,919,11,3255,865
323335,43658311,21,1176,363,21,18778,1945
323351,43658385,15,349,202,15,1013,542
323361,43658444,14,4694,354,14,907,562
323369,43658462,18,267,182,18,695,408
323382,43659300,12,3931,841,12,16407,2792
323391,43659338,6,21626,1255,6,5050,238
323392,43659341,10,332,159,10,1329,334
323398,43659375,9,9457,835,9,1135,639
323400,43659388,23,2092,612,23,5306,1458
323422,43659495,9,3885,904,9,1196,792
323433,43660353,10,5995,612,10,1255,928
323436,43660370,10,1545,226,10,17007,1577
323438,43660374,17,10158,1049,17,1612,360
323450,43660422,7,781,177,7,2821,696
323459,43660434,11,229,187,11,600,407
323463,43660447,11,1075,313,11,18568,2525
323471,43660478,12,1929,496,12,21227,3709
323476,43660491,11,20204,973,11,2395,604
323508,43661372,15,615,309,15,16572,2091
323524,43661453,8,11399,1175,8,895,445
323528,43661463,4,15835,1117,4,5269,1146
323532,43661475,16,552,233,16,3492,876
323538,43661507,18,491,242,18,935,500
323551,43662344,13,3675,617,13,1191,476
323560,43662377,11,626,219,11,14448,1792
323562,43662381,18,6244,832,18,3665,870
323569,43662392,19,9792,676,19,1700,619
323571,43662438,12,389,213,12,3279,1076
323573,43662451,9,711,248,9,1070,344
323586,43663303,8,735,161,8,3051,1185
323615,43663395,12,2516,752,12,1497,748
323621,43663449,10,3765,617,10,1346,512
323622,43663452,19,4754,681,19,11014,2100
323624,43663454,9,514,346,9,599,383
323630,43663489,10,1131,353,10,10401,972
323639,43665315,7,19040,931,7,4834,1560
323642,43665323,14,11785,1386,14,5060,901
323647,43665346,7,202,208,7,1331,459
323670,43665462,17,2956,573,17,696,515
323676,43665509,20,6240,819,20,877,382
323692,43666410,15,1097,320,15,23446,2699
323694,43666413,13,16579,1307,13,7149,1186
323704,43666464,14,8895,1130,14,1135,764
323712,43666505,16,8875,1292,16,5130,1025
323716,43667322,9,611,100,9,15530,1835
323740,43667427,14,5090,919,14,3313,1023
323747,43667473,14,4510,504,14,10236,1551
323767,43668327,12,411,126,12,457,431
323780,43668458,9,825,435,9,9882,1462
323781,43668460,15,21148,1911,15,1080,610
323792,43668503,11,14442,1438,11,2562,843
323799,43669345,14,443,219,14,534,342
323800,43669347,14,461,267,14,7947,1666
323801,43669350,10,19172,2160,10,3175,332
323820,43669425,7,13079,1289,7,3838,1101
323838,43669499,10,3588,466,10,13080,1035
323847,43670347,11,237,118,11,1316,436
323850,43670364,12,901,270,12,17414,1634
323856,43670402,10,15769,1112,10,1167,601
323870,43670429,9,1215,260,9,20544,728
323872,43670432,10,5617,549,10,5877,1517
323888,43670505,18,717,182,18,25003,2347
323894,43671316,12,4684,580,12,28085,2075
323897,43671332,15,1366,213,15,8648,1627
323899,43671347,15,3072,664,15,774,293
323912,43671402,8,1024,261,8,2080,530
323939,43671483,8,12399,1235,8,2337,890
323975,43672426,10,346,195,10,3266,720
323989,43672498,11,17301,1262,11,2046,677
323998,43673323,18,16666,1792,18,5551,1424
324032,43673490,12,6486,543,12,1242,440
324043,43674349,12,1075,225,12,22286,1648
324052,43674412,14,2219,264,14,28834,2897
324055,43674428,6,13329,1357,6,6043,892
324057,43674430,13,14193,1232,13,3416,244
324062,43674445,16,548,294,16,1483,583
324089,43675368,12,1200,310,12,20700,2596
324097,43675419,15,12247,992,15,1067,369
324098,43675420,13,1169,337,13,23358,2541
324104,43675433,11,5573,883,11,19843,1603
324105,43675434,7,220,127,7,897,449
324112,43675468,15,256,196,15,858,562
324118,43675493,14,1384,365,14,1472,758
324124,43676332,20,12340,1829,20,1866,670
324133,43676409,18,2912,677,18,24621,2794
324146,43676429,15,9323,900,15,1737,642
324151,43676441,21,3438,766,21,3773,974
324155,43676455,13,6637,835,13,8679,1152
324156,43676461,12,8139,919,12,1293,556
324168,43676508,13,11925,977,13,13148,1494
324172,43677336,12,1758,302,12,18207,2239
324178,43677400,14,2700,724,14,28240,3971
324179,43677401,17,5981,1176,17,14177,2209
324192,43677442,12,276,201,12,314,303
324198,43677477,16,401,232,16,390,337
324220,43678342,14,997,420,14,14948,1345
324221,43678348,13,3877,864,13,1026,474
324223,43678356,15,5168,746,15,1382,312
324225,43678361,18,16686,1086,18,3329,947
324231,43678384,15,1324,368,15,12155,1620
324241,43678454,15,11140,793,15,2712,969
324244,43678467,7,896,144,7,21962,2306
324245,43678472,20,10666,937,20,7540,1425
324262,43679335,11,3698,843,11,786,515
324289,43679451,5,1137,63,5,21153,944
324292,43679460,10,12899,996,10,5101,1171
324309,43680349,17,8711,908,17,3622,774
324315,43680403,6,9757,1027,6,1363,503
324323,43680415,13,4874,736,13,1514,790
324324,43680417,16,456,162,16,689,262
324329,43680429,6,7914,971,6,11511,1252
324333,43680440,11,1068,423,11,15469,1792
324334,43680442,11,3093,606,11,24050,2200
324341,43680497,13,5002,710,13,1037,708
324347,43680510,10,6342,851,10,4114,695
324352,43681331,12,16172,705,12,1803,450
324367,43681411,11,1239,433,11,1128,912
324378,43681433,12,4821,767,12,3018,1163
324390,43681481,10,1637,269,10,34730,4161
324400,43681504,8,9787,226,8,1355,586
324412,43682357,11,6417,806,11,5422,1336
324417,43682405,11,3062,622,11,22691,2042
324430,43682448,14,262,143,14,4068,1008
324447,43683328,9,3319,540,9,23177,3414
324451,43683336,16,5750,912,16,563,345
324456,43683369,9,4047,630,9,613,326
324499,43684332,13,818,249,13,1208,761
324503,43684350,9,261,151,9,935,481
324529,43684448,7,10940,892,7,1581,479
324534,43684477,5,3056,309,5,20218,1731
324546,43684508,13,10121,1421,13,1597,657
324555,43685353,10,1986,366,10,4103,698
324556,43685364,14,14473,1220,14,1339,606
324568,43685411,15,4471,586,15,1410,533
324593,43686313,12,13646,1320,12,4522,1079
324604,43686369,12,1040,458,12,12540,1919
324657,43687413,3,2201,328,3,16016,120
324679,43687496,13,12663,825,13,8247,975
324736,43689309,18,986,441,18,13933,1817
324746,43689371,15,11577,1440,15,1840,793
324755,43689411,7,1708,207,7,26147,2663
324756,43689412,10,13102,1363,10,5204,1408
324758,43689416,16,20578,1338,16,1242,536
324766,43689431,16,406,233,16,3080,1183
324768,43689440,15,9711,1472,15,1090,485
324837,43690508,10,361,138,10,611,324
324840,43691322,11,17519,1671,11,25744,1998
324843,43691336,11,6677,831,11,1529,988
324851,43691371,12,380,223,12,9475,1447
324852,43691403,14,210,175,14,594,344
324856,43691407,7,6993,497,7,23348,2621
324864,43691420,9,186,115,9,696,406
324875,43691457,16,306,226,16,518,384
324881,43691481,9,489,310,9,4337,787
324889,43691501,13,949,368,13,534,344
324897,43693345,12,2218,576,12,23932,2205
324905,43693402,15,13153,1510,15,3425,1291
324913,43693413,7,1250,333,7,13099,1959
324932,43693478,5,11860,1304,5,1733,674
324933,43693479,17,461,236,17,6659,1357
324934,43693481,11,862,286,11,13398,974
324942,43693505,11,916,270,11,18735,1502
324948,43694321,16,339,292,16,7927,1176
324960,43694402,9,1418,363,9,867,557
324978,43694440,9,14493,1309,9,505,303
324979,43694442,19,1844,455,19,28663,1962
324987,43694479,15,473,190,15,5208,1183
324990,43694491,18,3094,610,18,1739,546
324993,43694499,11,1431,441,11,25937,2840
325004,43695345,13,1164,509,13,13151,1938
325012,43695403,9,13638,1554,9,3841,965
325025,43695428,11,743,271,11,304,224
325035,43695464,15,8238,812,15,754,600
325038,43695473,8,1324,181,8,11404,1441
325039,43695474,10,15685,1601,10,1997,501
325045,43695493,16,1526,294,16,18874,2022
325049,43695505,14,5673,547,14,1105,389
325065,43696366,19,12033,993,19,2888,530
325066,43696369,9,9616,1350,9,1637,641
325084,43696426,12,25790,3153,12,3923,645
325094,43696464,15,1226,289,15,24001,1710
325096,43696474,5,11004,1530,5,4437,1100
325107,43697322,16,14149,969,16,2755,848
325111,43697350,13,158,122,13,743,432
325133,43697464,13,1191,263,13,22002,1579
325145,43698316,13,14612,1081,13,1908,689
325149,43698336,16,354,161,16,1201,509
325161,43698408,8,952,109,8,12503,1405
325186,43698488,13,10655,1062,13,2886,1071
325230,43699455,9,274,190,9,319,201
325239,43699502,7,755,239,7,1171,639
325241,43699508,13,322,222,13,2578,602
325242,43699510,10,501,277,10,14341,1508
325262,43700469,6,15539,660,6,5327,835
325270,43701312,15,1096,386,15,4294,763
325272,43701315,10,2533,398,10,871,388
325294,43701398,7,1280,212,7,5009,688
325301,43701463,5,12587,2289,5,2086,149
325308,43701503,19,20744,2882,19,7209,1292
325322,43702339,10,3481,623,10,728,447
325323,43702341,9,14624,1139,9,2385,745
325325,43702343,20,240,187,20,4537,1097
325330,43702367,18,3503,449,18,650,322
325332,43702377,20,7684,793,20,7860,1209
325343,43702449,10,316,229,10,339,251
325354,43702475,16,3586,661,16,770,348
325365,43703310,9,997,274,9,17601,3751
325374,43703337,15,5088,517,15,856,551
325392,43703456,18,18935,1553,18,1050,496
325396,43703475,15,909,344,15,4031,865
325399,43703489,14,433,198,14,2708,1054
325417,43704356,4,257,191,4,2946,436
325424,43704375,12,368,228,12,2455,751
325429,43704388,10,12250,584,10,2356,911
325449,43704485,20,2151,844,20,2517,726
325451,43704500,11,2266,482,11,2334,826
325463,43705334,6,6422,279,6,1172,564
325473,43705361,18,2515,582,18,16877,2230
325477,43705389,6,455,293,6,4582,443
325486,43705456,10,15110,1214,10,10631,1631
325492,43705470,13,1193,461,13,9019,1658
325497,43705492,20,902,212,20,1668,429
325516,43706359,22,804,368,22,21126,1885
325529,43706389,8,793,172,8,3299,875
325531,43706391,18,3800,453,18,973,721
325535,43706399,7,155,128,7,635,328
325537,43706439,12,308,227,12,7532,1415
325538,43706453,15,765,336,15,16382,1801
325546,43706487,16,357,214,16,853,392
325559,43707314,15,654,315,15,12492,1652
325562,43707319,15,1650,392,15,21408,1855
325565,43707327,9,809,245,9,6873,586
325566,43707333,15,15801,2190,15,2819,1069
325603,43707489,6,230,146,6,535,504
325616,43708337,13,532,243,13,779,334
325622,43708346,14,15035,1636,14,13641,1219
325629,43708361,12,359,208,12,408,212
325632,43708386,19,8769,1053,19,13650,2235
325644,43708453,8,2571,424,8,25525,2086
325645,43708456,13,12482,1243,13,1674,542
325661,43709317,16,11065,1136,16,10046,1703
325666,43709338,11,1772,663,11,17048,2918
325674,43709372,13,4548,781,13,911,451
325713,43710327,13,1551,597,13,23170,1226
325715,43710335,10,8834,1139,10,835,627
325719,43710344,16,1472,343,16,26023,1791
325734,43710390,14,4452,698,14,889,465
325740,43710438,6,106,61,6,218,114
325750,43710507,12,2487,347,12,25407,2263
325762,43711361,10,4111,801,10,2001,932
325763,43711362,6,266,176,6,5649,772
325772,43711392,6,11899,849,6,1985,776
325780,43711450,10,633,105,10,13643,1137
325805,43712335,11,380,218,11,795,454
325811,43712359,15,244,129,15,1915,577
325815,43712375,12,4493,474,12,662,363
325819,43712384,11,506,305,11,6270,1374
325838,43713311,11,13569,804,11,1354,501
325844,43713325,11,519,299,11,1228,641
325845,43713326,16,2800,594,16,3810,915
325846,43713327,14,2078,480,14,24977,1590
325850,43713346,13,1689,342,13,15946,1943
325865,43713437,19,593,301,19,826,567
325870,43713452,15,2375,415,15,29063,3873
325871,43713456,11,7031,474,11,1374,454
325897,43714337,12,5434,613,12,725,395
325911,43714385,14,10301,1655,14,6750,1619
325925,43714460,12,5321,561,12,15879,1524
325927,43714466,4,22024,2430,4,4772,90
325938,43715315,11,14987,1280,11,1397,492
325939,43715317,8,542,77,8,2217,439
325948,43715355,6,8451,82,6,2072,259
325954,43715375,7,958,272,7,369,272
325970,43715460,7,300,181,7,2898,1089
325975,43715480,10,21716,1672,10,6564,1603
325985,43716320,12,10019,1194,12,1160,589
325986,43716323,8,2894,645,8,1283,501
325989,43716334,18,655,313,18,2639,514
326014,43716449,3,8863,2472,3,2369,16
326038,43717333,10,1384,360,10,985,472
326040,43717337,11,1400,212,11,22503,2367
326041,43717338,11,12565,688,11,1014,429
326047,43717363,13,390,236,13,6466,928
326048,43717372,10,611,246,10,13371,586
326063,43717439,16,12544,1603,16,2663,484
326069,43717463,13,143,61,13,983,533
326080,43718312,14,14165,868,14,1365,579
326093,43718358,10,6656,706,10,22247,2461
326095,43718360,14,773,382,14,10604,1624
326098,43718384,20,3338,473,20,619,370
326105,43718394,17,6943,866,17,1161,703
326108,43718437,5,16368,1393,5,6495,264
326120,43718509,12,16018,1252,12,6732,1545
326125,43719312,18,123,107,18,639,372
326127,43719317,14,19364,1618,14,1798,742
326131,43719325,9,739,316,9,23607,1638
326148,43719375,12,1177,445,12,5061,1477
326158,43719437,5,24498,1148,5,4951,824
326159,43719451,15,1834,393,15,22528,2162
326171,43719492,14,1019,429,14,15195,1866
326210,43720449,10,8459,1613,10,314,210
326248,43721367,14,356,258,14,754,558
326249,43721372,5,11942,741,5,1740,159
326258,43721391,10,22324,1468,10,3854,605
326276,43721480,4,18555,388,4,1700,461
326277,43721487,15,652,397,15,13068,1979
326281,43722306,15,11861,777,15,3663,558
326286,43722318,15,3578,621,15,28247,1771
326287,43722319,16,3036,861,16,1970,466
326297,43722351,14,4867,525,14,1778,659
326300,43722356,11,966,332,11,1125,658
326304,43722375,9,8040,740,9,1081,373
326309,43722384,19,1627,393,19,21672,3307
326312,43722390,15,2006,596,15,23794,1799
326319,43722449,22,973,307,22,7369,1047
326348,43723351,17,1889,501,17,18091,2439
326349,43723356,20,16809,2038,20,1698,702
326372,43723462,16,1782,370,16,12597,923
326373,43723466,24,17541,1407,24,2733,578
326385,43724314,8,125,76,8,606,324
326390,43724337,30,255,169,30,430,321
326391,43724338,15,11675,1639,15,1211,456
326397,43724367,10,471,237,10,2013,628
326407,43724438,22,581,329,22,10143,1741
326409,43724444,18,3405,476,18,25162,1543
326418,43724467,10,504,142,10,5984,864
326448,43725367,21,8386,999,21,1432,627
326450,43725377,10,6238,854,10,1225,560
326453,43725382,7,10712,1160,7,11568,1471
326468,43725463,14,4392,974,14,3509,1296
326497,43726355,17,735,272,17,8507,1310
326498,43726356,14,301,148,14,402,252
326519,43726460,7,18752,1369,7,4847,949
326538,43727348,7,8613,1474,7,971,330
326547,43727376,14,9447,1999,14,2402,813
326558,43727456,12,397,211,12,430,302
326562,43727466,6,97,56,6,636,373
326570,43727509,11,2655,558,11,12847,339
326572,43728306,16,658,259,16,939,615
326580,43728341,11,13230,1522,11,2247,659
326582,43728346,19,2596,481,19,15527,2295
326588,43728381,10,4198,494,10,3798,625
326593,43728396,9,12828,925,9,2147,745
326595,43728398,14,572,255,14,351,331
326608,43728470,8,15885,1587,8,4676,611
326612,43729302,10,5935,745,10,1626,445
326614,43729304,19,5563,637,19,22967,2533
326618,43729311,18,1135,380,18,9360,1275
326624,43729337,14,11669,740,14,21065,2290
326636,43729362,14,11671,1382,14,1525,609
326643,43729385,13,302,219,13,988,524
326644,43729387,15,3368,824,15,1287,635
326647,43729393,10,197,95,10,1223,424
326658,43729472,18,2439,481,18,16183,1189
326679,43730356,10,17562,1198,10,1300,529
326686,43730386,11,1683,496,11,18204,2060
326694,43730449,4,5894,1113,4,2133,757
326700,43730465,7,9904,892,7,886,356
326704,43730495,14,242,139,14,731,559
326720,43731400,10,425,161,10,7185,1040
326734,43731429,14,8529,1288,14,17669,2878
326735,43731434,5,7060,846,5,3268,678
326784,43732430,13,16074,1803,13,1884,565
326788,43732448,16,1231,309,16,14314,1864
326792,43732468,12,509,205,12,637,401
326799,43732488,10,2835,637,10,1350,650
326818,43733370,20,2571,732,20,3505,849
326820,43733403,13,12269,915,13,2849,805
326834,43733443,10,228,176,10,451,322
326857,43734317,7,23150,545,7,1859,781
326861,43734325,5,7511,381,5,10085,147
326865,43734337,12,625,274,12,1111,740
326873,43734358,7,501,38,7,7553,1909
326875,43734360,10,2537,274,10,562,366
326882,43734388,15,11152,1024,15,20579,1675
326897,43734503,10,5502,958,10,4163,803
326910,43735338,7,6227,967,7,596,390
326912,43735340,15,20759,1308,15,3242,448
326915,43735360,16,12215,1248,16,3282,1102
326916,43735362,15,3972,776,15,26416,1885
326929,43735399,7,11834,1147,7,26882,2174
326930,43735438,14,734,328,14,13258,2310
326937,43735472,17,2576,512,17,558,358
326957,43736376,18,5152,798,18,37101,3345
326970,43736452,15,19160,1379,15,5161,990
326976,43736470,10,5630,818,10,790,340
326985,43737307,13,17405,992,13,1975,629
326993,43737327,12,1103,398,12,12465,1911
327003,43737377,9,2310,396,9,1005,592
327013,43737437,14,1253,408,14,1903,809
327021,43737454,9,6414,591,9,4429,1165
327031,43738301,12,19042,992,12,5202,876
327037,43738332,9,4963,851,9,1332,636
